Text ID,Text,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Platform,Platform Count,Ad,Ad Count,Ad Group,Ad Group Count,Campaign,Campaign Count,Result Type,Result Type Count,Objective,Objective Count
222,"Tiny, but precise: NASA-sponsored team creates compact device to help spaceships land safely on planets",296.51,31310,90,0.0,0.0,0.0,90,0.0,LinkedIn,1,"Brand awareness - Sep 19, 2022_NACAC Research Ad",1,"Brand awareness - Sep 19, 2022",1,NACAC in Houston Ad | Sept. 2022,1,Missing Value,1,Brand awareness,1
223,"Today, we invite you to join us in lighting the spark that will energize the Hilltop, the city, and the world. Today, the unlimited potential of SMU is ignited! https://t.co/oJEGT5ZtBY",228.57,35624,110,21759.0,0.0,167.0,201,35624.0,Twitter,1,Untitled ad,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
224,"Tucked inside a lab on campus, Zhihao Wu is studying cells that could change the way the science community thinks of glioblastoma treatment.",245.22,27070,954,0.0,26097.0,0.0,226,954.0,"facebook, instagram, unknown",3,DFW Cancer Researchers | Higher Ed | September Higher Ed | September 2021,1,DFW Cancer Researchers | Higher Ed | September Higher Ed | September 2021,1,DFW Cancer Researchers | Higher Ed | September Higher Ed | September 2021,1,"Link clicks, Missing Value",2,Missing Value,1
225,"Two researchers and professors from SMU are leading a team that is creating ""Lab on a Chip,"" a new antibody test that could detect immune responses to viruses in two to three minutes.",243.0,43567,659,0.0,41094.0,0.0,115,657.0,"Twitter, facebook, instagram, unknown",4,Ad 10,1,"Ad 10, Higher Ed Influencers_Wave 2",2,"Ad 10, Higher Ed Blitz_Wave 2",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
226,"Ultimately, of the 600 landslides discovered, we have no way to know when they will become catastrophic. The difference is we know where they are, and policymakers on the West Coast can plan ahead of the disasters.",1000.1200000000001,387396,5958,0.0,295833.0,0.0,1937,5464.0,"Twitter, facebook, instagram, unknown",4,Ad 12,1,"Ad 12, Higher Ed Influencers",2,"Ad 12, Higher Ed Blitz_Wave 1",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
227,Understanding these icy worlds is a prime target of NASA’s longstanding goals – to determine whether or not we are alone in the universe.,14.239999999999998,1118,20,0.0,0.0,0.0,20,7.0,Twitter,1,Frosty the Seismometer September,1,Frosty | Research Stories | Higher Ed | September 2021,1,Research Stories | Higher Ed Influencers | September 2021,1,Link clicks,1,Website traffic,1
228,"Using a crowdsourced video game, players help the team create new data sets out of captured retinal images, helping to lead to potential breakthroughs in detection and treatment.",181.99,40321,207,0.0,29808.0,0.0,272,152.0,"Twitter, facebook, instagram, unknown",4,"Ad 5 February 2022, Ad 5 February 2022;...and 1 more ad",2,"Ad 5 February 2022;...and 1 more ad, Higher Ed Influencers | February 2022",2,"Ad 5 February 2022;...and 1 more ad, Content_Traffic_February_2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
229,Using a single drop of blood- Lab on a Chip can detect immune responses to antibodies in two to three minutes.,732.67,159936,1258,110619.0,0.0,8333.0,1542,373.0,Twitter,1,"How it works: Lab on a Chip, Lab on a Chip Video 2",2,"Lab on a Chip Video 1 | June 2021, Lab on a Chip Video 2 | June 2021",2,Lab on a Chip | June 2021,1,Link clicks,1,Website traffic,1
230,Using a single drop- Lab on a Chip can detect immune responses to antibodies in two to three minutes.,493.22999999999996,61114,468,37988.0,47923.0,2245.0,117,468.0,"facebook, instagram, unknown",3,Lab on a Chip | SMU Page Followers | Lab on a Chip | June 2021,1,Lab on a Chip | SMU Page Followers | Lab on a Chip | June 2021,1,Lab on a Chip | SMU Page Followers | Lab on a Chip | June 2021,1,"Link clicks, Missing Value",2,Missing Value,1
231,"Using data from the city of Dallas, the SAFE-NET platform supports the efficient and safe dispatch of personnel for emergency response.",821.02,174210,1537,0.0,0.0,0.0,1548,448.0,Twitter,1,Critical Path,1,Critical Path | Higher Ed Stories | March 2021,1,Higher Ed Stories | March 2021,1,Link clicks,1,Website traffic,1
232,"Visit our virtual experience to explore the dynamic new classrooms, collaborative spaces and other featured areas in the Cox School of Business renovation and expansion project.",567.4200000000001,78602,684,22929.0,26472.0,56.0,347,512.0,"Twitter, facebook, instagram, unknown",4,"Ad 5, Ad 5 January 2022;...and 2 more ads",2,"Ad 5 January 2022;...and 2 more ads, Dallas geographic area, Higher Ed Influencers",3,"Ad 5 January 2022;...and 2 more ads, Cox Groundbreaking | May 2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
233,Want to build a community and make friends? Or discover new interests and skills? Explore more than 200 student organizations that SMU has to offer.,390.82,142582,332,0.0,0.0,0.0,1052,142582.0,Twitter,1,Hit the (Student) Clubs!,1,Hit the Clubs - Prospective Students & Parents,1,"Editorial - Welcome Back, Mustangs!(Copy)",1,Impressions,1,Reach,1
234,"We asked: What makes a great roommate? Responses covered the gamut, but it really boils down to respect.",187.29999999999998,34779,274,0.0,29305.0,0.0,96,274.0,"facebook, instagram",2,What a Match | SMU Page Followers | Common Connections | January 2021,1,What a Match | SMU Page Followers | Common Connections | January 2021,1,What a Match | SMU Page Followers | Common Connections | January 2021,1,Link clicks,1,Missing Value,1
235,We can now double the current offerings of the Lyle Engineering Scholar’s Program.,46.65,13491,114,0.0,0.0,0.0,115,32.0,Twitter,1,Templeton,1,Templeton Gift Impact,1,Templeton Gift | March 2021,1,Link clicks,1,Website traffic,1
236,"We had a blast celebrating the Southern California launch of SMU Ignited: Boldly Shaping Tomorrow. The festivities marked an exciting new chapter in SMU’s history, and we are so grateful to our Southern California friends who joined us for the special occasion.",300.0,10438,109,7883.0,5976.0,492.0,51,109.0,"audience_network, facebook, unknown",3,SoCal Event Recap,1,SoCal Event Recap,1,SoCal Event Recap,1,"Link clicks, Missing Value",2,Missing Value,1
237,"We have really tried to make this a very homey, comfortable place where students can really be who they are and get acceptance for who they are.” Learn more about what life on the Hilltop is all about.",2314.83,855861,2689,514832.0,584348.0,4370.0,390,2689.0,"facebook, instagram, unknown",3,"Ad 1-1 - Common Connections, Ad 1-2 - Common Connections;...and 1 more ad",2,"Ad 1-1 - Common Connections, Ad 1-2 - Common Connections;...and 1 more ad",2,"Ad 1-1 - Common Connections, Ad 1-2 - Common Connections;...and 1 more ad",2,"Link clicks, Missing Value",2,Missing Value,1
238,We used the ManeFrame to analyze the mammoth amount of data from satellite imagery to look beneath the Earth's surface. What did we find? Over 600 slow-moving landslides occurring near the U.S. West Coast.,499.37,23551,1034,0.0,0.0,0.0,1035,969.0,Twitter,1,Detecting the unseen paid,1,Detecting the Unseen | Bridge Stories | Higher Ed Influencers | November 2021,1,Bridge Stories | Higher Ed Influencers | November 2021,1,Link clicks,1,Website traffic,1
239,We're teaming up to mobilize North Texas. The North Texas Center for Mobility Technologies is intended to strengthen the universities’ capabilities in the transportation sector and to attract mobility technology companies to the region.,662.0,250697,2605,0.0,0.0,0.0,2618,472.0,Twitter,1,North Texas Mobility,1,Transportation Mobility Innovation,1,Higher Ed Influencer Stories | January 2021,1,Link clicks,1,Website traffic,1
240,"We're using data to change the future of the fashion industry. The interdisciplinary approach brings together engineers, data scientists, supply chain modelers, and journalists to find solutions to address how the industry’s decisions affect water pollution and landfill waste.",191.39,15070,850,0.0,14075.0,0.0,106,850.0,"facebook, instagram, unknown",3,Cairns Lab V2 | Higher Ed Stories |  May 2021,1,Cairns Lab V2 | Higher Ed Stories |  May 2021,1,Cairns Lab V2 | Higher Ed Stories |  May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
241,"We've taken another step in entering a new era of bold research. Supported by a $100 million gift from the Moody Foundation, SMU breaks ground on the new Frances Anne Moody Hall, which will house the Moody School of Graduate and Advanced Studies.",1194.23,138339,1396,0.0,125370.0,0.0,808,1396.0,"facebook, instagram, unknown",3,Ad 5 December 2021;...and 3 more ads,1,Ad 5 December 2021;...and 3 more ads,1,Ad 5 December 2021;...and 3 more ads,1,"Link clicks, Missing Value",2,Missing Value,1
242,What is the legend of Sunday Night Snacks? We’re waiting for you to join us to find out!,1036.77,519744,512,445817.0,407108.0,4484.0,35,512.0,"facebook, instagram, unknown",3,"Ad 3 - Common Connection;...and 1 more ad, Ad 3;...and 1 more ad",2,"Ad 3 - Common Connection;...and 1 more ad, Ad 3;...and 1 more ad",2,"Ad 3 - Common Connection;...and 1 more ad, Ad 3;...and 1 more ad",2,"Link clicks, Missing Value",2,Missing Value,1
243,"When art is activism, what is the lingering impact of performances on our art and in our lives?",246.8,92449,886,71152.0,0.0,10420.0,1107,244.0,Twitter,1,Black Album Ad 1,1,Black Album | Higher Ed Influencers | February 2021,1,Black Album | February Editorial | 2021,1,Link clicks,1,Website traffic,1
244,"When creating Bumble, Whitney Wolfe Herd '11 went to her friends and community from her college days. Now, she's the youngest woman to take her company public. And every step of the way, she's had a community of Mustangs running alongside her.",500.0,209115,541,0.0,167000.0,0.0,188,541.0,"facebook, instagram, unknown",3,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,1,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,1,Story | Texas Prospective Students | Whitney Wolfe Herd | April 2021,1,"Link clicks, Missing Value",2,Missing Value,1
245,"When it comes to planning for the future, it helps to have a strong community supporting you every step of way.",156.1,50549,137,0.0,41214.0,0.0,82,137.0,"facebook, instagram, unknown",3,Lexie Watson | Here We Go Mustangs | May 2021,1,Lexie Watson | Here We Go Mustangs | May 2021,1,Lexie Watson | Here We Go Mustangs | May 2021,1,"Link clicks, Missing Value",2,Missing Value,1
246,"Whether you’re celebrating your first Family Weekend or taking in the Celebration of Lights at Dallas Hall, you will find no joy quite like the one that comes from being a Mustang.",391.0,143294,312,0.0,0.0,0.0,312,143294.0,Twitter,1,Pony Up!,1,Pony Up - Prospective Students & Parents,1,"Editorial - Welcome Back, Mustangs!(Copy)",1,Impressions,1,Reach,1
247,"While SMU alumnus Kelvin Beachum ’10, ’12 honed his football talent and academic acumen on the Hilltop, he never imagined a future filled with art.",1408.76,139592,1626,0.0,0.0,0.0,1647,680.0,Twitter,1,Ad 6,1,"Dallas Geographic Area, Higher Ed Influencers",2,Kelvin Beachum Gallery Editorial | May 2022,1,Link clicks,1,Website traffic,1
248,"While we can't go to Titan, we can bring Titan to us. Researchers recreated Saturn's largest moon’s conditions in small glass cylinders to better understand two minerals on this icy world.",440.86999999999995,83653,1610,0.0,78902.0,0.0,439,1610.0,"facebook, instagram, unknown",3,Titan | Higher Ed Stories | September 2021,1,Titan | Higher Ed Stories | September 2021,1,Titan | Higher Ed Stories | September 2021,1,"Link clicks, Missing Value",2,Missing Value,1
249,"With this gift, we can double the current offerings of the Lyle Engineering Scholar’s Program.",464.86,64866,767,0.0,56874.0,0.0,113,767.0,"facebook, instagram",2,"Templeton Impact 2 | Higher Ed Influencers | March 2021, Templeton Impact | Higher Ed Influencers | March 2021",2,"Templeton Impact 2 | Higher Ed Influencers | March 2021, Templeton Impact | Higher Ed Influencers | March 2021",2,"Templeton Impact 2 | Higher Ed Influencers | March 2021, Templeton Impact | Higher Ed Influencers | March 2021",2,"Link clicks, Missing Value",2,Missing Value,1
250,"With this grant, Professor Üster will answer this question—how can data be used to create models for evacuation planning and disaster preparedness?",113.51,19197,345,0.0,17971.0,0.0,84,345.0,"Twitter, facebook, instagram, unknown",4,Ad 8,1,"Ad 8, Higher Ed Influencers",2,"Ad 8, Higher Ed Blitz_Wave 1",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
251,"With your support, SMU will move significantly toward the top research designation for U.S. universities, enrich teaching, and enable students to benefit from enhanced classroom and laboratory experiences.",44.62,8027,14,4905.0,0.0,177.0,15,8027.0,Twitter,1,Enrich Quote,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
252,"With your support, we will transform the lives of high-achieving students, enabling them to attend SMU regardless of financial means and apply what they gain on the Hilltop as they change the world.",372.8,66427,160,0.0,0.0,0.0,161,66427.0,Twitter,1,Empower Pillar Overview,1,"Dallas Geographic Area, Higher Ed Influencers, SMU Page Followers",3,SMU Ignite Kickoff and Pillar Promo,1,Impressions,1,Reach,1
253,"Within the ranks of national private universities, Simmons also made gains, moving from the top 25 schools to the top 15 schools.",267.21999999999997,76218,608,0.0,0.0,0.0,613,189.0,Twitter,1,Simmons Ranking,1,Simmons Rises in Rankings,1,April Higher Ed Stories | April 2021,1,Link clicks,1,Website traffic,1
254,World-changing begins when you get involved. Learn more about the variety of service opportunities for SMU students on and off campus.,31.64,14337,49,0.0,0.0,0.0,49,14337.0,Twitter,1,Serve,1,Prospective Students/Parents,1,Dallas Experience | Wave 1 | Awareness | Admissions ,1,Impressions,1,Reach,1
255,You have to know where to apply the heat. An interdisciplinary team shows that centuries-old techniques of wildfire management are still applicable to the present age.,166.65,43879,743,0.0,0.0,0.0,760,402.0,Twitter,1,Native American Managed Wildfires,1,Ancient New Mexican community Wildfire Management,1,Higher Ed Influencer Stories | February 2021,1,Link clicks,1,Website traffic,1
256,"Your place. Your space. Your home. We give you the pieces, the next step is yours.",120.14,23273,242,17101.0,19026.0,1361.0,179,242.0,"facebook, instagram",2,Common Connection Launch | SMU Page Followers | Common Connections | January 2021,1,Common Connection Launch | SMU Page Followers | Common Connections | January 2021,1,Common Connection Launch | SMU Page Followers | Common Connections | January 2021,1,"Link clicks, Missing Value",2,Missing Value,1
257,"‘Lab on a Chip’: SMU Researchers are Developing a New, Faster COVID-19 Antibody Test",6.95,112,2,0.0,0.0,0.0,4,0.0,LinkedIn,1,Higher Ed Influencers_Wave 2_Ad 10,1,Higher Ed Influencers_Wave 2,1,Higher Ed Blitz_Wave 2,1,Missing Value,1,Website visits,1
258,“A message for any major conference looking for a world-class institution and a major media market: It’s time to Pony Up.” Dallas Mayor Eric Johnson shares reasons why SMU and Dallas are the place to be.,1.1,169,1,0.0,0.0,0.0,1,0.0,Twitter,1,AC Athletic Ad,1,Athletics collegiate audience,1,SMU Athletics Conference,1,Link clicks,1,Website traffic,1
259,"“Access SMU: A program that empowers outstanding students to attend SMU and succeed, regardless of financial means.""",1500.0,222342,1240,0.0,139512.0,0.0,393,1240.0,"facebook, instagram, unknown",3,Ad 6;...and 1 more ad,1,Ad 6;...and 1 more ad,1,Ad 6;...and 1 more ad,1,"Link clicks, Missing Value",2,Missing Value,1
260,"“Access SMU: A scholarship program to cover the cost of college for high-achieving Texas students with significant financial need.""",900.29,57095,162,0.0,37959.0,0.0,6,162.0,"facebook, instagram, unknown",3,Ad 4;...and 2 more ads,1,Ad 4;...and 2 more ads,1,Ad 4;...and 2 more ads,1,"Link clicks, Missing Value",2,Missing Value,1
261,"“Access SMU: Empowers outstanding students to attend SMU and succeed, regardless of financial means.""",6351.1,739332,9871,0.0,666218.0,0.0,611,9871.0,"facebook, instagram, unknown",3,Ad 5;...and 2 more ads,1,Ad 5;...and 2 more ads,1,Ad 5;...and 2 more ads,1,"Link clicks, Missing Value",2,Missing Value,1
262,"“As artists, we are the front-runners in this journey called change."" @smumeadows students embraced an opportunity to explore the intersection of arts and activism with the guidance of Regina Taylor '81.",250.07,65180,844,2.0,0.0,2.0,2762,306.0,Twitter,1,Black Album 2a,1,Black Album Ad 2 | Higher Ed Influencers | February 2021 ,1,Black Album | February Editorial | 2021,1,Link clicks,1,Website traffic,1
263,"“Creating positive, lasting change that actually impacts the lives of people who have been adversely affected by inequality and injustice is my passion.” - Austin Hickle '22 Find out how SMU helped Austin get to where he is today.",495.8,113772,517,0.0,107563.0,0.0,587,517.0,"Twitter, facebook, instagram, unknown",4,"Ad 4, Ad 4;...and 6 more ads",2,"Ad 4;...and 6 more ads, Dallas Geographic Area",2,"Ad 4;...and 6 more ads, Here We Go, Mustangs! Editorial - 2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
264,"“I am pleased to be joining [the fellows] with my colleague, Professor Zhong Lu, whose work typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.” – Dr. Elizabeth Loboa",103.55000000000001,5283,43,0.0,0.0,0.0,43,13.0,Twitter,1,Ad 3 February 2022,1,Higher Ed Influencers | February 2022,1,Content_Traffic_February_2022,1,Link clicks,1,Website traffic,1
265,“I picked SMU because it was just an amazing environment where I felt like I could be home and become the best version of myself.” Learn more about how you can make your own story at SMU.,381.3,246593,330,0.0,188094.0,0.0,338,330.0,"facebook, instagram, unknown",3,Ad 2-2 - Common Connections;...and 1 more ad,1,Ad 2-2 - Common Connections;...and 1 more ad,1,Ad 2-2 - Common Connections;...and 1 more ad,1,"Link clicks, Missing Value",2,Missing Value,1
266,"“In Dallas, I couldn’t live without the food scene! Every week we try some new restaurant in some new neighborhood. There is truly everything here, and it’s a great place to explore.”— Blake Gebhardt ’24",32.32,14905,43,10461.0,0.0,142.0,63,14905.0,Twitter,1,Eat,1,Prospective Students/Parents,1,Dallas Experience | Wave 1 | Awareness | Admissions ,1,Impressions,1,Reach,1
267,"“Induction into a National Academy representing your field of expertise is the pinnacle of achievement in one’s career.” -Marc P. Christensen, dean of the Lyle School of Engineering",74.82,25444,190,0.0,0.0,0.0,191,53.0,Twitter,1,Richard Duschl will join the National Academy of Education,1,Richard Duschl Academy Announcement,1,April Higher Ed Stories | April 2021,1,Link clicks,1,Website traffic,1
268,"“It is an honor to receive this recognition – and responsibility – from the AAAS,” Loboa said. “I am most pleased to be joining the class of 2021 with my colleague, Professor Zhong Lu, whose work...typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.”",1093.82,135713,3127,0.0,112868.0,0.0,677,3127.0,"facebook, instagram, unknown",3,"Ad 3 February 2022;...and 2 more ads, Ad 3;...and 2 more ads",2,"Ad 3 February 2022;...and 2 more ads, Ad 3;...and 2 more ads",2,"Ad 3 February 2022;...and 2 more ads, Ad 3;...and 2 more ads",2,"Link clicks, Missing Value",2,Missing Value,1
269,"“It took [an asteroid] smashing into Earth to reset these low-latitude ecosystems, putting them on a path to the rich, stratified tropical forests of today in the most productive terrestrial region of the world.”",652.66,140758,3557,0.0,42106.0,0.0,1851,2769.0,"Twitter, facebook",2,"Asteroid Killer | April Stories | April Higher Ed Stories | April 2021, Killer Asteroid",2,"Asteroid Killer | April Stories | April Higher Ed Stories | April 2021, Killer asteroid that deleted the dinosaurs also created the Amazon rainforest",2,"April Higher Ed Stories | April 2021, Asteroid Killer | April Stories | April Higher Ed Stories | April 2021",2,Link clicks,1,"Missing Value, Website traffic",2
270,“It’s no longer a question of whether or not we want to live with fire...It’s what kind of fire do we want to live with?” Chris Roos explores the past for a path to reducing wildfire risk in the present.,1.1400000000000001,631,7,0.0,0.0,0.0,8,1.0,Twitter,1,Roos 2,1,Chris Roos | July 2021,1,Wildfire Editorial | July 2021,1,Link clicks,1,Website traffic,1
271,"“It’s not that I’m some rare breed of human,” she says. “Everybody has the ingredients to achieve what I’ve achieved.” -Whitney Wolfe Herd '11",455.64,73657,1315,0.0,0.0,0.0,6810,577.0,Twitter,1,Bold Move,1,WWH Carousel | Whitney Wolfe Herd | April 2021,1,Whitney Wolfe Herd | April 2021,1,Link clicks,1,Website traffic,1
272,“It’s the alchemy of sharing an intense time of life with another person that forges a friendship. That’s what happened with us. We weren’t instant best buddies. We grew together as people.” -Jaime Noble Gassmann '02.,653.68,162230,2948,0.0,0.0,0.0,2955,1721.0,Twitter,1,Luck of the Draw,1,Luck of the Draw,1,Common Connections | January 2021,1,Link clicks,1,Website traffic,1
273,“Make no mistake: SMU has the academic chops and high standards that would make any conference proud.” Dallas Mayor Eric Johnson shares reasons why SMU is primed to ascend to a major athletics conference.,350.0,56202,526,0.0,0.0,0.0,532,118.0,Twitter,1,HE Athletic Ad,1,Higher Ed Audience,1,SMU Athletics Conference,1,Link clicks,1,Website traffic,1
274,"“Most of what you love about city life, you can have to a greater degree than you ever imagined in the Dallas area,” says Cullum Clark, economist at SMU.",2719.24,1008570,5104,0.0,855498.0,0.0,1585,5058.0,"Twitter, facebook, instagram, unknown",4,"Ad 7 February 2022, Ad 7 February 2022;...and 3 more ads",2,"Ad 7 February 2022;...and 3 more ads, Higher Ed Influencers | February 2022",2,"Ad 7 February 2022;...and 3 more ads, Content_Traffic_February_2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
275,"“My advice for any high school students considering SMU is to not count yourself out before you even apply. There is a strong community here waiting to shower you with support, care and love."" - Abena Marfo '22",221.53,46869,204,0.0,43387.0,0.0,282,201.0,"Twitter, facebook, instagram, unknown",4,"Ad 5, Ad 5;...and 7 more ads",2,"Ad 5;...and 7 more ads, Dallas Geographic Area",2,"Ad 5;...and 7 more ads, Here We Go, Mustangs! Editorial - 2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
276,"“Our team at SMU is on the forefront of extending computational vibrational spectroscopy into periodic systems and solids, a field with a lot of potential, but still in its infancy.”-Elfi Kraka, chair of the Department of Chemistry at SMU.",98.34,31661,104,0.0,28154.0,0.0,96,92.0,"Twitter, facebook, instagram, unknown",4,"Ad 3, Ad 3 December 2021;...and 3 more ads",2,"Ad 3 December 2021;...and 3 more ads, Higher Ed Influencers | December 2021",2,"Ad 3 December 2021;...and 3 more ads, Content_Traffic_December_2021",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
277,“SMU is an amazing University full of caring and knowledgeable professors and top-tier students all alongside you and pushing you to do your best.” — Faith Daniels ’23,32.59,14851,46,0.0,0.0,0.0,47,14851.0,Twitter,1,Connect,1,Prospective Students/Parents,1,Dallas Experience | Wave 1 | Awareness | Admissions ,1,Impressions,1,Reach,1
278,"“So often in life we only look through our own lens: This is how I feel, or this is what I’m going through. Opening my mind and heart to a wider spectrum of Black experiences, and listening has heightened my compassion for others.”",3.1100000000000003,1957,28,0.0,0.0,0.0,29,3.0,Twitter,1,Black Album 3,1,Black Album Ad 3 | Higher Ed Influencers | February 2021,1,Black Album | February Editorial | 2021,1,Link clicks,1,Website traffic,1
279,"“The William S. Spears Institute for Entrepreneurial Leadership promises to further the impact SMU makes on Dallas’ future, strengthening our growth as a dynamic hub for entrepreneurial activity.”",254.01,35451,225,0.0,0.0,0.0,225,9148.0,Twitter,1,Ad 5,1,Dallas geographic area,1,"Spears Gift Announcement - Wave 1, Spears Gift Announcement - Wave 2",2,"Impressions, Link clicks",2,"Reach, Website traffic",2
280,"“The more we know, the more power we have – and researchers after us – to address and target these devastating diseases.”",1.57,519,6,0.0,0.0,0.0,7,2.0,Twitter,1,P-glycoprotein removes Alzheimer’s-associated toxin from the brain,1,Alzheimers Drug Research,1,Higher Ed Influencers | July 2021,1,Link clicks,1,Website traffic,1
281,"“The research funding and mentorship at SMU are incredible. Opportunities like these are common across campus, but they aren't something I hear my peers at other schools experiencing.” - Nia Kamau '22",315.9,194689,325,0.0,186666.0,0.0,109,323.0,"Twitter, facebook, instagram, unknown",4,"Ad 7, Ad 7;...and 7 more ads",2,"Ad 7;...and 7 more ads, Dallas Geographic Area",2,"Ad 7;...and 7 more ads, Here We Go, Mustangs! Editorial - 2022",2,"Link clicks, Missing Value",2,"Missing Value, Website traffic",2
282,"“This generous commitment underscores the vital nature of research and the importance of student support for the future of SMU and the Lyle School of Engineering,"" -SMU President R. Gerald Turner.",7.6899999999999995,3369,33,0.0,0.0,0.0,33,7.0,Twitter,1,Templeton Undergrads,1,Templeton Gift Impact - Undergraduate,1,Templeton Gift | March 2021,1,Link clicks,1,Website traffic,1
283,"“When I stepped out to the uncomfortable and just decided to get more involved, that’s when I realized, ‘this is a good thing.’” Learn more about what life on the Hilltop is all about.",620.56,324757,704,274441.0,259808.0,5487.0,129,704.0,"facebook, instagram, unknown",3,Ad 2-1 - Common Connections;...and 1 more ad,1,Ad 2-1 - Common Connections;...and 1 more ad,1,Ad 2-1 - Common Connections;...and 1 more ad,1,"Link clicks, Missing Value",2,Missing Value,1
284,"“When children are missing skills, it usually boils down to something very specific. If we can address what is going on, we can get them past it.” -Diane Gifford, an education professor within SMU Simmons School of Human Development",137.91,8704,77,0.0,0.0,0.0,77,21.0,Twitter,1,Kinder Test 3,1,Kinder Test | May 2021,1,May Higher Ed Stories | May 2021,1,Link clicks,1,Website traffic,1
